trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00039390,,Gefitinib and Capecitabine in Treating Patients With Advanced Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00039390,Phase 1,Completed,
NCT00041015,,Combination Chemotherapy in Treating Patients With Extensive-Stage Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00041015,Phase 3,Completed,11/1/2002
NCT00042900,,Pyroxamide in Treating Patients With Advanced Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00042900,Phase 1,Completed,9/1/2002
NCT00047021,,Combination Chemotherapy in Treating Patients With Recurrent or Refractory Leukemia or Lymphoma,https://www.clinicaltrials.gov/ct2/show/NCT00047021,Phase 2,Completed,9/1/2005
NCT00054418,,Risedronate in Preventing Bone Loss in Premenopausal Women Receiving Chemotherapy for Primary Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00054418,Phase 3,Completed,5/1/2008
NCT00059618,,"PS-341 Plus Carboplatin in Platinum and Taxane Resistant Recurrent Ovarian Cancer, Primary Peritoneal Cancer, and Fallopian Tube Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00059618,Phase 1,Completed,4/1/2007
NCT00059735,,"A Safety, Tolerability and Efficacy Study of E7070 in Patients With Renal Cell Carcinoma",https://www.clinicaltrials.gov/ct2/show/NCT00059735,Phase 2,Completed,12/1/2003
NCT00060515,,"RG2133 (2',3',5'-Tri-O-Acetyluridine) in Mitochondrial Disease",https://www.clinicaltrials.gov/ct2/show/NCT00060515,Phase 1,Terminated,
NCT00062543,,Hepatic Artery Infusion of CD34+ Cells,https://www.clinicaltrials.gov/ct2/show/NCT00062543,Phase 1,Withdrawn,10/1/2005
NCT00078299,,Evaluation of the Age-Related Eye Disease Study (AREDS) Clinical Lens Grading System,https://www.clinicaltrials.gov/ct2/show/NCT00078299,,Completed,4/1/2005
NCT00083356,,Bradykinin Receptors and Pain,https://www.clinicaltrials.gov/ct2/show/NCT00083356,Phase 2,Completed,2/1/2006
NCT00084890,,Docetaxel and Carboplatin in Treating Patients With Recurrent Stage IVB Squamous Cell Carcinoma (Cancer) of the Cervix,https://www.clinicaltrials.gov/ct2/show/NCT00084890,Phase 1,Terminated,4/1/2010
NCT00085631,,Cisplatin and Radiation Therapy With or Without Hyperthermia Therapy in Treating Patients With Cervical Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00085631,Phase 3,Terminated,6/1/2009
NCT00088959,,Celecoxib and Erlotinib in Treating Former Smokers With Stage IIIB or Stage IV Non-Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00088959,Phase 1,Completed,11/1/2010
NCT00091143,,Fludarabine Followed by Vaccine Therapy and White Blood Cell Infusions in Treating Patients With Unresectable or Metastatic Melanoma,https://www.clinicaltrials.gov/ct2/show/NCT00091143,Phase 1,Completed,3/1/2010
NCT00095914,,Paclitaxel and ABI-007 in Treating Patients With Locally Advanced or Metastatic Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00095914,Phase 1,Completed,3/1/2009
NCT00099021,,Pioglitazone Hydrochloride in Preventing Head and Neck Cancer in Patients With Oral Leukoplakia,https://www.clinicaltrials.gov/ct2/show/NCT00099021,Phase 2,Completed,6/27/2008
NCT00099086,,"Docetaxel, Radiation Therapy, and Hormone Therapy in Treating Patients With Locally Advanced Prostate Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00099086,Phase 1,"Active, not recruiting",6/30/2023
NCT00101400,,BAY43-9006 - Phase II in Advanced Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00101400,Phase 2,Completed,1/1/2008
NCT00104910,,"Cetuximab, Cisplatin, and Radiation Therapy in Treating Patients With Stage IB, Stage II, Stage III, or Stage IVA Cervical Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00104910,Phase 1,Completed,
NCT00105573,,Interventions for Depressed Low Income Mothers and Their Infants,https://www.clinicaltrials.gov/ct2/show/NCT00105573,Not Applicable,Completed,4/1/2010
NCT00105638,,Telehealth Education Program for Caregivers of Veterans With Dementia,https://www.clinicaltrials.gov/ct2/show/NCT00105638,Not Applicable,Completed,4/1/2007
NCT00107484,,Magnetic Resonance Imaging Using Ferumoxtran-10 in Finding Metastases to the Axillary Lymph Nodes in Patients With Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00107484,Phase 2,Completed,10/1/2006
NCT00109577,,Clinical Trial of a Nutritional Supplement in Adults With Bipolar Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00109577,Phase 2,Terminated,3/1/2009
NCT00112099,,GCSSG-SPNX: Trial to Evaluate Splenectomy in Total Gastrectomy for Proximal Gastric Carcinoma: JCOG0110,https://www.clinicaltrials.gov/ct2/show/NCT00112099,Phase 3,Completed,3/1/2014
NCT00112294,,Study of Taxane/Carboplatin +/- Cetuximab as First-Line Treatment for Patients With Advanced/Metastatic Non-Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00112294,Phase 3,Completed,8/1/2008
NCT00115310,,Study of NGX-4010 for the Treatment of Postherpetic Neuralgia,https://www.clinicaltrials.gov/ct2/show/NCT00115310,Phase 3,Completed,10/1/2006
NCT00121914,,Treatment of Hepatocellular Carcinoma: Long-Acting Somatostatin Plus Percutaneous Ethanol Instillation (PEI) Versus Long-Acting Somatostatin Alone,https://www.clinicaltrials.gov/ct2/show/NCT00121914,Phase 3,Unknown status,7/1/2005
NCT00123734,,Clinical Trial to Evaluate the Accuracy of [99mTc] ThromboView in the Detection of Deep Vein Thrombosis,https://www.clinicaltrials.gov/ct2/show/NCT00123734,Phase 2,Completed,5/1/2006
NCT00124774,,Nucleoplasty for Contained Herniated Lumbar Discs,https://www.clinicaltrials.gov/ct2/show/NCT00124774,Phase 3,Completed,4/1/2006
NCT00125203,,Study of Myobloc in the Treatment of Sialorrhea (Drooling) in Patients With Amyotrophic Lateral Sclerosis (ALS),https://www.clinicaltrials.gov/ct2/show/NCT00125203,Phase 2|Phase 3,Completed,8/1/2007
NCT00132054,,Amrubicin and Irinotecan in Treating Patients With Recurrent or Relapsed Extensive Stage Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00132054,Phase 1,Completed,11/1/2008
NCT00136084,,Treatment of Patients With Newly Diagnosed Acute Myeloid Leukemia or Myelodysplasia,https://www.clinicaltrials.gov/ct2/show/NCT00136084,Phase 3,Completed,6/1/2012
NCT00136682,,Patient-Controlled Epidural Analgesia (PCEA) for Patients Who Have Had Major Open Gynecologic Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00136682,Phase 3,Completed,7/1/2007
NCT00137475,,Using Intensity-Modulated Radiation Therapy to Permit Sparing of Parotid Gland Function,https://www.clinicaltrials.gov/ct2/show/NCT00137475,Phase 1|Phase 2,Completed,8/1/2012
NCT00144053,,A Phase Ⅲ Randomized Study of Mitomycin/Vindesine/Cisplatin Versus Irinotecan/Carboplatin Versus Paclitaxel/Carboplatin With Concurrent Thoracic Radiotherapy for Unresectable Stage Ⅲ Non-Small-Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00144053,Phase 3,Completed,
NCT00147745,,Effects of Colesevelam on How the Body Responds to Insulin in Patients With Type 2 Diabetes,https://www.clinicaltrials.gov/ct2/show/NCT00147745,Phase 2,Completed,1/1/2008
NCT00148785,,"A Pharmacokinetic (PK) Study of a Combination of Indinavir, Ritonavir, and Amprenavir",https://www.clinicaltrials.gov/ct2/show/NCT00148785,Phase 4,Completed,1/1/2007
NCT00149604,,AFTER: Altering Fat Through Estrogen and Raloxifene,https://www.clinicaltrials.gov/ct2/show/NCT00149604,Phase 2,Completed,2/1/2006
NCT00151723,,Does Radioiodine Treatment Prevent Atrial Fibrillation and Bone Loss in Endogenous Subclinical Hyperthyroidism?,https://www.clinicaltrials.gov/ct2/show/NCT00151723,Not Applicable,Unknown status,
NCT00153894,,Effects of Exercise Intervention on Insulin Levels in Breast Cancer Survivors,https://www.clinicaltrials.gov/ct2/show/NCT00153894,Not Applicable,Completed,2/1/2008
NCT00158340,BEST,Guided Self-Help Treatment for Binge Eating Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00158340,Not Applicable,Completed,7/1/2008
NCT00161343,,Maintaining HIV Prevention Gains in Female Adolescents,https://www.clinicaltrials.gov/ct2/show/NCT00161343,Phase 2,Completed,8/1/2009
NCT00163228,,Functional Evaluation of the Total Knee Prostheses:Rising From a Chair,https://www.clinicaltrials.gov/ct2/show/NCT00163228,,Withdrawn,5/1/2007
NCT00163592,,Post-Marketing Surveillance of TISSUCOL for Hemostasis in Subjects Undergoing Vascular Reconstruction With Polytetrafluoroethylene (PTFE) Prosthesis,https://www.clinicaltrials.gov/ct2/show/NCT00163592,,Completed,2/1/2004
NCT00164112,,"Comparative Effects of Azithromycin, Telithromycin and Levofloxacin on Drug Metabolizing Enzymes",https://www.clinicaltrials.gov/ct2/show/NCT00164112,Phase 4,Completed,6/1/2005
NCT00169338,,Pallidal Stimulation in Patients With Post-anoxic and Idiopathic Dystonia,https://www.clinicaltrials.gov/ct2/show/NCT00169338,Phase 2,Completed,1/1/2014
NCT00171730,,An Extension Study to Assess the Long-Term Safety and Efficacy of Pasireotide in Participants With Acromegaly,https://www.clinicaltrials.gov/ct2/show/NCT00171730,Phase 2,Completed,12/6/2013
NCT00171834,,"Dose Escalating Study of the Safety and Efficacy of Patupilone, q3w, in Patients With Non-small Cell Lung Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00171834,Phase 1|Phase 2,Completed,9/1/2008
NCT00174083,,Diagnosis of Active Tuberculosis by ELISPOT,https://www.clinicaltrials.gov/ct2/show/NCT00174083,,Unknown status,12/1/2006
NCT00178555,,Comparison of the Video and Macintosh Laryngoscope in Patients Who May be Difficult to Intubate,https://www.clinicaltrials.gov/ct2/show/NCT00178555,Phase 4,Completed,2/1/2007
NCT00187148,,Evaluate Tolerability of a Recombinant DNA HIV-1 Vaccine in Healthy Adults,https://www.clinicaltrials.gov/ct2/show/NCT00187148,Phase 1,Completed,11/1/2009
NCT00187980,,Sleep Disturbance in Lung Cancer Patients.,https://www.clinicaltrials.gov/ct2/show/NCT00187980,,Unknown status,
NCT00190151,,Parameters Associated With the Emergence of Resistance to Ciprofloxacin in Human Commensal Flora,https://www.clinicaltrials.gov/ct2/show/NCT00190151,Not Applicable,Terminated,7/1/2005
NCT00191529,,Growth Hormone Treatment in Short Children Born Small for Gestational Age,https://www.clinicaltrials.gov/ct2/show/NCT00191529,Phase 3,Completed,6/1/2007
NCT00192335,,Trial to Demonstrate Equivalent Immunogenicity of CAIV-T and FLUMIST in Healthy Participants,https://www.clinicaltrials.gov/ct2/show/NCT00192335,Phase 3,Completed,2/1/2005
NCT00195858,,Healthy Eating Aerobic and Resistance Training in Youth (HEARTY) Trial,https://www.clinicaltrials.gov/ct2/show/NCT00195858,Phase 2|Phase 3,Completed,6/1/2011
NCT00204139,,Routine Versus Selective Midtrimester Ultrasound in a Poorly Resourced Setting: a Cluster Randomised Controlled Trial,https://www.clinicaltrials.gov/ct2/show/NCT00204139,Phase 3,Completed,5/1/2004
NCT00207961,,The Threshold Value of Regional Cerebral Oxygenation in Detecting Cerebral Ischemia,https://www.clinicaltrials.gov/ct2/show/NCT00207961,,Completed,10/1/2004
NCT00208676,,Using Tissue Doppler/Synchronization to Determine Heart Function in Children With Congenital Heart Disease,https://www.clinicaltrials.gov/ct2/show/NCT00208676,,Terminated,1/1/2006
NCT00216645,,"Phase II Clinical Study of Pegylated Liposomal Doxorubicin Hydrochloride Injection as 2nd-line or Later Therapy in Patients With Mullerian Carcinoma (Epithelial Ovarian Carcinoma, Primary Carcinoma of Fallopian Tube, Peritoneal Carcinoma) Having Prior Platinum-Based Chemotherapy",https://www.clinicaltrials.gov/ct2/show/NCT00216645,Phase 2,Completed,11/1/2006
NCT00218192,,A Trial to Reduce Hepatitis C Among Injection Drug Users - 1,https://www.clinicaltrials.gov/ct2/show/NCT00218192,Phase 3,Completed,11/1/2006
NCT00219310,,RELIEF: Randomized Episodic Versus Long-Term Suppression Experience With Famciclovir,https://www.clinicaltrials.gov/ct2/show/NCT00219310,Phase 4,Completed,6/1/2005
NCT00224679,,APACC Study:Prospective Study on Aspirin Efficacy in Reducing Colorectal Adenoma Recurrence,https://www.clinicaltrials.gov/ct2/show/NCT00224679,Phase 3,Terminated,3/1/1999
NCT00225004,,Osteoporosis and Colles Fracture,https://www.clinicaltrials.gov/ct2/show/NCT00225004,,Terminated,
NCT00226499,,"Evaluate Vaccine Against Chickenpox and a Combined Vaccine Against 4 Viral Childhood Diseases: Measles, Mumps, Rubella and Chickenpox",https://www.clinicaltrials.gov/ct2/show/NCT00226499,Phase 3,Completed,10/12/2006
NCT00226863,,Meditation and Hypnosis for Chronic Depressed Mood,https://www.clinicaltrials.gov/ct2/show/NCT00226863,Phase 3,Completed,
NCT00227149,,Long-Term Evaluation Follow-up of Neurocognitive Performance and Emotional State in Patients With Chronic Hepatitis C,https://www.clinicaltrials.gov/ct2/show/NCT00227149,,Completed,8/1/2008
NCT00228345,,The Significance of Glucose Intolerance in the Pathogenesis of Idiopathic Axonal Polyneuropathy,https://www.clinicaltrials.gov/ct2/show/NCT00228345,Phase 1,Terminated,1/1/2005
NCT00230009,,Brief Intervention in At-Risk First-time Mothers,https://www.clinicaltrials.gov/ct2/show/NCT00230009,Phase 1|Phase 2,Completed,3/1/2007
NCT00230594,DRY,Desmopressin Response in the Young,https://www.clinicaltrials.gov/ct2/show/NCT00230594,Phase 3,Completed,2/1/2006
NCT00234962,,Study of Adherence Effects and Clinical Outcomes of Kaletra Based HIV Antiviral Therapy,https://www.clinicaltrials.gov/ct2/show/NCT00234962,Phase 4,Terminated,2/1/2007
NCT00235508,,Safety and Efficacy of Eszopiclone in Patients With Generalized Anxiety Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00235508,Phase 4,Completed,4/1/2006
NCT00240955,,Extension Study of Enteric-coated Mycophenolate Sodium With Short-term or no Steroid Use Compared With Enteric-coated Mycophenolate Sodium With Standard Steroid Therapy in de Novo Kidney Recipients,https://www.clinicaltrials.gov/ct2/show/NCT00240955,Phase 4,Completed,5/1/2006
NCT00246155,,Study on the Effects of Botulinum Toxin Type A on Back Muscle in Chronic Low Back Pain,https://www.clinicaltrials.gov/ct2/show/NCT00246155,Phase 3,Completed,7/1/2005
NCT00247195,,Effectiveness of Culturally Based Congruent Care in Treating Hispanics With Major Depressive Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00247195,Not Applicable,Completed,8/1/2010
NCT00252343,LIBRA,Efficacy and Safety of SR58611A in Patients With a Generalized Anxiety Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00252343,Phase 3,Completed,2/1/2007
NCT00254124,,Use of a Portion Control Food Tool to Induce Weight Loss in Obese Type 2 Diabetics.,https://www.clinicaltrials.gov/ct2/show/NCT00254124,Not Applicable,Completed,12/1/2004
NCT00255008,,Peg-Intron and Rebetol Therapy in Treatment of Naive Hepatitis C Patients: A Comparison of Race and Genotype on Treatment Outcome (Study P04212),https://www.clinicaltrials.gov/ct2/show/NCT00255008,Phase 4,Terminated,12/1/2007
NCT00256828,,"Once a Day (QD) - Twice a Day (BID) Clinical Trial: Didanosine, Lamivudine and Efavirenz Versus Zidovudine, Lamivudine and Efavirenz in the Starting Treatment of HIV",https://www.clinicaltrials.gov/ct2/show/NCT00256828,Phase 4,Completed,11/1/2006
NCT00259558,,Dose Finding Study for Retarded Phosphatidylcholine in Pancolitis,https://www.clinicaltrials.gov/ct2/show/NCT00259558,Phase 2,Completed,3/1/2006
NCT00261911,,A Study of Sibutramine in Overweight Adolescents to Assess Weight Loss and Safety.,https://www.clinicaltrials.gov/ct2/show/NCT00261911,Phase 3,Completed,2/1/2002
NCT00263939,,Homing in on Health: Study of a Home Delivered Chronic Disease Self Management Program,https://www.clinicaltrials.gov/ct2/show/NCT00263939,Not Applicable,Completed,10/1/2007
NCT00267865,,Chemotherapy and HAART to Treat AIDS-related Primary Brain Lymphoma,https://www.clinicaltrials.gov/ct2/show/NCT00267865,Phase 2,Completed,9/19/2019
NCT00268151,,Oxaliplatin in Combination With Capecitabine and Concurrent Radiation Therapy in Non-Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00268151,Phase 1,Terminated,
NCT00279214,,Hemodynamic and Perfusion Response to Drotrecogin Alfa (Activated) in Patients With Septic Shock,https://www.clinicaltrials.gov/ct2/show/NCT00279214,Phase 4,Completed,11/1/2007
NCT00281190,,Comparison of Alveolar Macrophages in Individuals With COPD Versus Smokers With Normal Pulmonary Function,https://www.clinicaltrials.gov/ct2/show/NCT00281190,,Completed,10/1/2014
NCT00282594,,The Effect of Intensive Insulin Therapy in the Surgical Critical Care Unit,https://www.clinicaltrials.gov/ct2/show/NCT00282594,Not Applicable,Completed,10/1/2005
NCT00284388,,Incorporation of Muscle Qualities in Biomechanical Models of the Upper Limbs,https://www.clinicaltrials.gov/ct2/show/NCT00284388,Not Applicable,Withdrawn,
NCT00285155,,Assessment of Bupropion on Cognitive Function and Behaviour in Healthy Volunteers,https://www.clinicaltrials.gov/ct2/show/NCT00285155,Not Applicable,Completed,2/1/2006
NCT00290082,,Randomized Double-blind Trial of Midazolam and Loxapine in Agitated Patients,https://www.clinicaltrials.gov/ct2/show/NCT00290082,Phase 3,Terminated,10/1/2007
NCT00296881,,SRP in Combination With PERIOWAVE in Comparison to SRP Alone in Chronic Periodontitis,https://www.clinicaltrials.gov/ct2/show/NCT00296881,Phase 4,Unknown status,12/1/2007
NCT00298883,,Desensitization of Renal Transplant Candidates,https://www.clinicaltrials.gov/ct2/show/NCT00298883,Phase 1,Completed,12/1/2008
NCT00303017,,"Safety, Efficacy and Acceptability of Flavocoxid (Limbrel)A Pilot Study",https://www.clinicaltrials.gov/ct2/show/NCT00303017,Not Applicable,Completed,9/1/2006
NCT00306631,,A Study to Determine the Antitumor Activity and Evaluate the Safety of MKC-1,https://www.clinicaltrials.gov/ct2/show/NCT00306631,Phase 2,Completed,11/1/2008
NCT00120978,,Can Advair and Flovent Reduce Systemic Inflammation Related to Chronic Obstructive Pulmonary Disease (COPD)? A Multi-Center Randomized Controlled Trial,https://www.clinicaltrials.gov/ct2/show/NCT00120978,Phase 4,Unknown status,8/1/2006
